,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
6916,Fiesta,2019,13030,Manual,3254,Petrol,145,48.7,1.1
6918,Fiesta,2019,15910,Manual,5793,Petrol,145,58.9,1.0
6920,Fiesta,2015,7791,Manual,25233,Diesel,0,78.5,1.5
6921,Fiesta,2018,11750,Manual,6091,Petrol,145,65.7,1.0
6922,Fiesta,2018,11950,Manual,7761,Petrol,145,58.9,1.0
6924,Fiesta,2018,10950,Manual,17090,Petrol,145,65.7,1.0
6928,Fiesta,2019,18450,Manual,3969,Petrol,145,40.3,1.5
6931,Fiesta,2017,10750,Manual,18363,Diesel,145,78.5,1.5
6934,Fiesta,2014,6999,Manual,25495,Petrol,30,54.3,1.2
6936,Fiesta,2017,9491,Manual,29414,Petrol,145,65.7,1.0
6937,Fiesta,2017,7999,Manual,14748,Petrol,125,54.3,1.2
6938,Fiesta,2018,9950,Manual,7282,Petrol,145,64.2,1.1
6940,Fiesta,2018,9999,Manual,4997,Petrol,145,64.2,1.1
6941,Fiesta,2018,9950,Manual,15155,Petrol,145,64.2,1.1
6942,Fiesta,2017,9660,Manual,23448,Petrol,0,65.7,1.0
6946,Fiesta,2017,8368,Manual,12133,Petrol,145,65.7,1.0
6948,Fiesta,2018,10950,Manual,7100,Petrol,145,65.7,1.0
6949,Fiesta,2018,11450,Manual,16498,Petrol,145,65.7,1.0
6950,Fiesta,2019,13491,Manual,2957,Petrol,145,58.9,1.0
6951,Fiesta,2018,10070,Manual,12180,Petrol,145,65.7,1.0
6953,Fiesta,2015,7390,Manual,17499,Diesel,0,78.5,1.5
6955,Fiesta,2016,8221,Manual,27695,Petrol,0,65.7,1.0
6956,Fiesta,2013,7353,Semi-Auto,30015,Petrol,145,47.9,1.6
6960,Fiesta,2016,7495,Manual,20970,Petrol,125,54.3,1.2
6961,Fiesta,2018,10690,Manual,22988,Petrol,145,56.5,1.0
6962,Fiesta,2016,8650,Manual,30104,Petrol,0,65.7,1.0
6963,Fiesta,2017,9998,Manual,40176,Diesel,145,88.3,1.5
6964,Fiesta,2017,8498,Manual,5215,Petrol,125,54.3,1.2
6965,Fiesta,2018,10495,Manual,21328,Petrol,145,56.5,1.0
6966,Fiesta,2018,10495,Manual,23444,Petrol,145,56.5,1.0
6967,Fiesta,2015,6197,Manual,29164,Petrol,125,54.3,1.2
6968,Fiesta,2015,8990,Semi-Auto,20920,Petrol,150,47.9,1.6
6970,Fiesta,2019,13995,Manual,15,Petrol,145,55.4,1.1
6971,Fiesta,2016,9995,Manual,18234,Petrol,20,62.8,1.0
6972,Fiesta,2017,9995,Manual,6002,Petrol,150,65.7,1.0
6975,Fiesta,2015,8795,Manual,9827,Petrol,0,65.7,1.0
6977,Fiesta,2017,7672,Manual,13450,Petrol,125,54.3,1.2
6978,Fiesta,2017,7950,Manual,33622,Petrol,125,54.3,1.2
6979,Fiesta,2018,9671,Manual,8131,Petrol,145,64.2,1.1
6981,Fiesta,2016,7999,Manual,22484,Petrol,125,54.3,1.2
6984,Fiesta,2018,9350,Manual,13050,Petrol,145,65.7,1.0
6985,Fiesta,2017,8650,Manual,7207,Petrol,145,54.3,1.2
6987,Fiesta,2018,11950,Manual,15253,Petrol,145,58.9,1.0
6988,Fiesta,2018,9850,Manual,6169,Petrol,145,64.2,1.1
6989,Fiesta,2018,9950,Manual,10405,Petrol,145,64.2,1.1
6990,Fiesta,2018,9850,Manual,5789,Petrol,145,64.2,1.1
6991,Fiesta,2018,9997,Manual,17887,Petrol,145,64.2,1.1
6993,Fiesta,2018,11997,Manual,14467,Petrol,145,65.7,1.0
6994,Fiesta,2018,10597,Manual,11224,Petrol,145,65.7,1.0
7001,Fiesta,2018,10397,Manual,7101,Petrol,145,64.2,1.1
7002,Fiesta,2017,9597,Manual,19611,Petrol,0,65.7,1.0
7003,Fiesta,2018,10897,Manual,11148,Petrol,145,65.7,1.0
7005,Fiesta,2018,9897,Manual,13647,Petrol,145,64.2,1.1
7006,Fiesta,2018,10897,Manual,17244,Petrol,145,58.9,1.0
7007,Fiesta,2018,11197,Manual,6939,Petrol,145,65.7,1.0
7008,Fiesta,2018,9997,Manual,18220,Petrol,145,64.2,1.1
7010,Fiesta,2017,9697,Manual,24009,Petrol,20,62.8,1.0
7011,Fiesta,2018,9297,Manual,14289,Petrol,145,64.2,1.1
7013,Fiesta,2018,10950,Manual,7804,Petrol,145,65.7,1.0
7014,Fiesta,2018,9950,Manual,4527,Petrol,145,64.2,1.1
7015,Fiesta,2017,10625,Manual,17045,Petrol,145,65.7,1.0
7017,Fiesta,2017,9650,Manual,18653,Petrol,145,65.7,1.0
7019,Fiesta,2018,8950,Manual,14821,Petrol,145,64.2,1.1
7020,Fiesta,2019,13497,Manual,2218,Petrol,145,58.9,1.0
7025,Fiesta,2016,7397,Manual,28095,Petrol,125,54.3,1.2
7026,Fiesta,2014,6897,Manual,27361,Petrol,0,65.7,1.0
7029,Fiesta,2015,7250,Semi-Auto,47560,Petrol,145,47.9,1.6
7030,Fiesta,2017,9550,Manual,7314,Petrol,145,64.2,1.1
7032,Fiesta,2016,9797,Semi-Auto,17970,Petrol,0,57.7,1.0
7033,Fiesta,2019,11950,Manual,14796,Petrol,145,56.5,1.0
7034,Fiesta,2018,9250,Manual,8248,Petrol,145,64.2,1.1
7035,Fiesta,2018,10597,Manual,5643,Petrol,145,64.2,1.1
7039,Fiesta,2017,9750,Manual,17796,Petrol,145,65.7,1.0
7044,Fiesta,2018,9150,Manual,31925,Petrol,145,65.7,1.0
7045,Fiesta,2018,9995,Manual,23421,Petrol,145,56.5,1.0
7046,Fiesta,2017,8495,Manual,19033,Petrol,145,64.2,1.1
7047,Fiesta,2013,7092,Semi-Auto,50842,Petrol,0,57.7,1.0
7048,Fiesta,2014,6702,Manual,21512,Petrol,30,54.3,1.2
7049,Fiesta,2018,14536,Manual,3800,Petrol,145,55.4,1.0
7051,Fiesta,2018,10450,Manual,11579,Petrol,145,65.7,1.0
7052,Fiesta,2018,10650,Manual,3563,Petrol,145,65.7,1.0
7056,Fiesta,2018,8950,Manual,11602,Petrol,145,64.2,1.1
7057,Fiesta,2018,10950,Manual,13900,Petrol,145,65.7,1.0
7058,Fiesta,2018,10999,Manual,5678,Petrol,145,65.7,1.0
7060,Fiesta,2014,7450,Manual,33042,Petrol,0,65.7,1.0
7061,Fiesta,2018,10450,Manual,23266,Petrol,145,65.7,1.0
7063,Fiesta,2014,6250,Manual,21292,Petrol,30,54.3,1.2
7064,Fiesta,2018,10697,Manual,15950,Petrol,145,65.7,1.0
7067,Fiesta,2017,9591,Manual,16965,Petrol,150,62.8,1.0
7068,Fiesta,2017,11951,Manual,20110,Petrol,145,47.9,1.6
7069,Fiesta,2015,9495,Manual,32948,Petrol,150,47.9,1.6
7071,Fiesta,2016,6697,Manual,40126,Petrol,125,54.3,1.2
7074,Fiesta,2016,10110,Manual,19475,Petrol,20,62.8,1.0
7078,Fiesta,2015,6541,Manual,50116,Petrol,0,65.7,1.0
7082,Fiesta,2017,10497,Manual,20445,Petrol,145,62.8,1.0
7083,Fiesta,2019,13997,Semi-Auto,3134,Petrol,145,48.7,1.0
7084,Fiesta,2017,9997,Manual,23143,Petrol,145,65.7,1.0
7085,Fiesta,2017,10497,Manual,6698,Petrol,145,65.7,1.0
7089,Fiesta,2018,11000,Manual,24813,Petrol,145,56.5,1.0
7090,Fiesta,2019,13140,Manual,2356,Petrol,145,48.7,1.1
7094,Fiesta,2017,9780,Manual,7238,Petrol,0,65.7,1.0
7095,Fiesta,2017,10481,Manual,23065,Petrol,145,65.7,1.0
7097,Fiesta,2018,10597,Manual,6499,Petrol,145,64.2,1.1
7098,Fiesta,2016,9850,Manual,9855,Petrol,0,65.7,1.0
7099,Fiesta,2017,9450,Manual,14126,Petrol,145,64.2,1.1
7100,Fiesta,2015,10250,Manual,20028,Petrol,145,47.9,1.6
7101,Fiesta,2017,9750,Manual,13281,Petrol,145,65.7,1.0
7102,Fiesta,2017,10498,Manual,19130,Petrol,150,65.7,1.0
7103,Fiesta,2016,6998,Manual,38052,Diesel,0,78.5,1.5
7104,Fiesta,2017,8998,Manual,10673,Petrol,125,54.3,1.2
7105,Fiesta,2019,13998,Manual,8156,Petrol,145,58.9,1.0
7106,Fiesta,2015,6698,Manual,25409,Petrol,125,54.3,1.2
7107,Fiesta,2016,10798,Manual,11805,Petrol,0,65.7,1.0
7108,Fiesta,2019,16995,Manual,3428,Petrol,150,40.3,1.5
7109,Fiesta,2018,9995,Manual,31250,Petrol,150,65.7,1.0
7110,Fiesta,2018,10498,Manual,9578,Petrol,150,55.4,1.1
7115,Fiesta,2016,6995,Manual,11969,Petrol,125,54.3,1.2
7116,Fiesta,2019,12495,Manual,13034,Petrol,145,58.9,1.0
7117,Fiesta,2017,7897,Manual,27796,Petrol,145,54.3,1.2
7120,Fiesta,2017,9297,Manual,21143,Petrol,145,65.7,1.0
7121,Fiesta,2017,9050,Manual,16812,Petrol,145,64.2,1.1
7122,Fiesta,2015,7498,Manual,21074,Petrol,0,65.7,1.0
7123,Fiesta,2019,12498,Manual,11445,Petrol,145,58.9,1.0
7124,Fiesta,2015,8798,Manual,24305,Petrol,20,62.8,1.0
7126,Fiesta,2018,9000,Manual,16639,Petrol,145,64.2,1.1
7128,Fiesta,2015,8290,Manual,29174,Petrol,0,65.7,1.0
7129,Fiesta,2017,9498,Manual,14301,Petrol,125,54.3,1.2
7133,Fiesta,2016,8998,Manual,24859,Petrol,0,65.7,1.0
7136,Fiesta,2016,7698,Manual,25411,Petrol,125,54.3,1.2
7144,Fiesta,2018,9995,Manual,14504,Petrol,145,64.2,1.1
7145,Fiesta,2016,8290,Manual,15282,Petrol,125,54.3,1.2
7146,Fiesta,2018,10995,Manual,16405,Petrol,145,65.7,1.0
7147,Fiesta,2015,8700,Manual,27095,Petrol,0,65.7,1.0
7148,Fiesta,2014,7800,Semi-Auto,31604,Petrol,145,47.9,1.6
7152,Fiesta,2017,10995,Manual,12513,Petrol,150,65.7,1.0
7153,Fiesta,2017,9495,Manual,8855,Petrol,150,64.2,1.1
7155,Fiesta,2017,9400,Manual,16157,Petrol,145,65.7,1.0
7156,Fiesta,2016,8500,Manual,19141,Petrol,0,65.7,1.0
7157,Fiesta,2016,8900,Manual,2570,Petrol,0,65.7,1.0
7158,Fiesta,2017,9990,Manual,38081,Petrol,145,65.7,1.0
7163,Fiesta,2015,6990,Manual,44823,Petrol,0,65.7,1.0
7164,Fiesta,2018,13800,Manual,15757,Petrol,145,60.1,1.0
7165,Fiesta,2017,10700,Manual,26658,Petrol,150,65.7,1.0
7166,Fiesta,2017,8500,Manual,25000,Petrol,150,64.2,1.1
7168,Fiesta,2019,14200,Manual,9235,Petrol,150,60.1,1.0
7169,Fiesta,2016,7200,Manual,16460,Petrol,125,54.3,1.2
7170,Fiesta,2016,9500,Manual,10106,Petrol,0,65.7,1.0
7172,Fiesta,2014,8300,Manual,23777,Petrol,0,65.7,1.0
7176,Fiesta,2018,9990,Manual,21637,Petrol,145,64.2,1.1
7177,Fiesta,2015,7495,Manual,30236,Petrol,125,54.3,1.2
7180,Fiesta,2019,16800,Manual,4670,Petrol,150,40.3,1.5
7181,Fiesta,2019,15000,Manual,4640,Petrol,145,58.9,1.0
7182,Fiesta,2017,8700,Manual,10313,Petrol,145,64.2,1.1
7183,Fiesta,2018,11600,Manual,13792,Petrol,145,65.7,1.0
7184,Fiesta,2017,8998,Manual,10111,Petrol,125,54.3,1.2
7185,Fiesta,2015,7998,Manual,22767,Petrol,0,65.7,1.0
7187,Fiesta,2018,9498,Manual,15012,Petrol,150,65.7,1.0
7188,Fiesta,2016,9397,Manual,14328,Petrol,20,62.8,1.0
7189,Fiesta,2013,5591,Manual,40131,Diesel,0,76.4,1.5
7192,Fiesta,2018,13690,Manual,10258,Petrol,145,65.7,1.0
7197,Fiesta,2018,10700,Manual,7954,Petrol,150,58.9,1.0
7198,Fiesta,2019,13900,Manual,10762,Petrol,150,58.9,1.0
7201,Fiesta,2019,17290,Manual,6252,Petrol,145,60.1,1.0
7208,Fiesta,2019,14995,Manual,4800,Petrol,150,60.1,1.0
7210,Fiesta,2017,9171,Manual,24961,Petrol,0,65.7,1.0
7211,Fiesta,2017,8995,Manual,22084,Petrol,125,54.3,1.2
7212,Fiesta,2018,11600,Semi-Auto,31339,Petrol,145,54.3,1.0
7214,Fiesta,2016,8400,Manual,35124,Petrol,0,65.7,1.0
7216,Fiesta,2017,9500,Manual,26081,Petrol,145,62.8,1.0
7218,Fiesta,2016,10000,Manual,12107,Petrol,20,62.8,1.0
7219,Fiesta,2018,9300,Manual,11172,Petrol,145,64.2,1.1
7222,Fiesta,2020,17000,Manual,10,Petrol,150,58.9,1.0
7224,Fiesta,2014,7500,Manual,18772,Petrol,0,65.7,1.0
7227,Fiesta,2015,6700,Manual,35659,Petrol,0,65.7,1.0
7228,Fiesta,2018,14500,Manual,6436,Petrol,145,55.4,1.0
7229,Fiesta,2018,11500,Manual,27062,Petrol,145,62.8,1.0
7230,Fiesta,2015,6000,Manual,41426,Petrol,125,54.3,1.2
7232,Fiesta,2016,9895,Semi-Auto,11000,Petrol,0,57.7,1.0
7233,Fiesta,2013,6260,Manual,45180,Petrol,0,65.7,1.0
7234,Fiesta,2018,16991,Manual,7000,Petrol,145,40.3,1.5
7239,Fiesta,2017,11998,Manual,5944,Petrol,0,65.7,1.0
7240,Fiesta,2015,8998,Manual,23215,Petrol,20,62.8,1.0
7242,Fiesta,2018,9998,Manual,27533,Diesel,145,85.6,1.5
7243,Fiesta,2018,14998,Manual,19772,Petrol,145,62.8,1.0
7244,Fiesta,2017,8698,Manual,16284,Petrol,145,54.3,1.2
7245,Fiesta,2018,14991,Manual,13032,Petrol,145,62.8,1.0
7247,Fiesta,2017,11998,Manual,6596,Petrol,0,65.7,1.0
7248,Fiesta,2019,13998,Manual,14330,Petrol,145,58.9,1.0
7251,Fiesta,2017,7495,Manual,33000,Petrol,125,54.3,1.2
7252,Fiesta,2017,10690,Manual,16137,Petrol,20,62.8,1.0
7255,Fiesta,2017,9995,Manual,11933,Petrol,145,64.2,1.1
7256,Fiesta,2018,10495,Manual,16709,Petrol,145,64.2,1.1
7266,Fiesta,2015,7991,Manual,22592,Petrol,125,54.3,1.2
7270,Fiesta,2019,15490,Automatic,7552,Petrol,145,48.7,1.0
7271,Fiesta,2017,8491,Manual,7774,Petrol,125,54.3,1.2
7273,Fiesta,2014,7291,Manual,23894,Petrol,30,54.3,1.2
7274,Fiesta,2018,12891,Manual,23829,Petrol,145,58.9,1.0
7275,Fiesta,2017,9998,Manual,26325,Petrol,150,65.7,1.0
7276,Fiesta,2017,10998,Manual,7008,Petrol,0,65.7,1.0
7277,Fiesta,2017,10298,Manual,27897,Petrol,0,65.7,1.0
7279,Fiesta,2018,10298,Manual,14240,Petrol,150,64.2,1.1
7281,Fiesta,2016,9998,Semi-Auto,20069,Petrol,0,57.7,1.0
7283,Fiesta,2018,10520,Manual,39794,Petrol,145,56.5,1.0
7284,Fiesta,2018,11250,Manual,21959,Petrol,145,56.5,1.0
7285,Fiesta,2017,10230,Manual,11634,Petrol,0,65.7,1.0
7289,Fiesta,2018,8491,Manual,17878,Petrol,145,64.2,1.1
7291,Fiesta,2017,7640,Manual,20346,Petrol,125,54.3,1.2
7292,Fiesta,2017,8091,Manual,19877,Petrol,125,54.3,1.2
7293,Fiesta,2017,8491,Manual,11296,Petrol,145,54.3,1.2
7294,Fiesta,2017,8330,Manual,22560,Petrol,145,54.3,1.2
7298,Fiesta,2017,9520,Manual,20670,Petrol,145,65.7,1.0
7299,Fiesta,2015,8991,Manual,20200,Petrol,0,65.7,1.0
7300,Fiesta,2019,14998,Semi-Auto,16506,Petrol,150,48.7,1.0
7301,Fiesta,2015,6998,Manual,30518,Petrol,125,54.3,1.2
7304,Fiesta,2016,7991,Manual,48426,Diesel,0,78.5,1.5
7308,Fiesta,2018,11000,Manual,24222,Petrol,145,56.5,1.0
7309,Fiesta,2017,10990,Semi-Auto,17983,Petrol,150,54.3,1.0
7310,Fiesta,2015,6860,Manual,32993,Petrol,125,54.3,1.2
7311,Fiesta,2015,5971,Manual,42344,Petrol,125,54.3,1.2
7312,Fiesta,2017,7491,Manual,36952,Petrol,150,54.3,1.2
7313,Fiesta,2017,9491,Manual,8173,Petrol,0,65.7,1.0
7314,Fiesta,2017,7491,Manual,30393,Petrol,125,54.3,1.2
7317,Fiesta,2017,8000,Manual,19501,Petrol,150,65.7,1.0
7318,Fiesta,2017,8491,Manual,11655,Petrol,150,54.3,1.2
7319,Fiesta,2016,9495,Manual,22080,Petrol,20,62.8,1.0
7320,Fiesta,2017,7991,Manual,32444,Petrol,150,65.7,1.0
7321,Fiesta,2014,9495,Manual,38901,Petrol,145,47.9,1.6
7324,Fiesta,2018,10300,Manual,16621,Diesel,145,88.3,1.5
7325,Fiesta,2016,8998,Manual,22704,Petrol,0,65.7,1.0
7326,Fiesta,2019,14040,Manual,4039,Petrol,145,56.5,1.0
7327,Fiesta,2017,7627,Manual,9895,Petrol,125,54.3,1.2
7328,Fiesta,2017,8191,Manual,10435,Petrol,125,54.3,1.2
7329,Fiesta,2017,7491,Manual,39719,Petrol,0,65.7,1.0
7330,Fiesta,2017,8081,Manual,25320,Petrol,150,64.2,1.1
7332,Fiesta,2017,7911,Manual,27252,Petrol,150,65.7,1.0
7333,Fiesta,2018,8421,Manual,10635,Petrol,150,64.2,1.1
7335,Fiesta,2018,9911,Manual,17201,Petrol,150,65.7,1.0
7338,Fiesta,2017,8299,Manual,37986,Petrol,145,65.7,1.0
7339,Fiesta,2018,10099,Manual,13233,Petrol,150,65.7,1.0
7340,Fiesta,2018,9991,Manual,13055,Petrol,145,65.7,1.0
7341,Fiesta,2018,9991,Manual,16636,Petrol,145,65.7,1.0
7344,Fiesta,2016,7998,Manual,26490,Diesel,0,78.5,1.5
7345,Fiesta,2017,8998,Manual,16485,Petrol,0,65.7,1.0
7346,Fiesta,2017,10498,Manual,7712,Petrol,0,65.7,1.0
7348,Fiesta,2018,10498,Manual,14458,Petrol,150,55.4,1.1
7355,Fiesta,2019,14620,Manual,8709,Petrol,145,55.4,1.0
7359,Fiesta,2018,13491,Manual,7552,Petrol,145,65.7,1.0
7361,Fiesta,2017,9440,Manual,10655,Diesel,0,88.3,1.5
7362,Fiesta,2017,11691,Semi-Auto,5606,Petrol,0,57.7,1.0
7363,Fiesta,2015,7291,Manual,26104,Petrol,125,54.3,1.2
7365,Fiesta,2017,12391,Semi-Auto,11017,Petrol,0,57.7,1.0
7371,Fiesta,2018,10691,Manual,12523,Petrol,145,65.7,1.0
7372,Fiesta,2017,9810,Manual,5156,Petrol,0,65.7,1.0
7373,Fiesta,2017,11291,Semi-Auto,19253,Petrol,0,57.7,1.0
7374,Fiesta,2018,10600,Manual,27056,Petrol,145,65.7,1.0
7375,Fiesta,2016,10180,Manual,14466,Petrol,0,65.7,1.0
7378,Fiesta,2017,11080,Semi-Auto,7554,Petrol,145,47.9,1.6
7382,Fiesta,2017,8991,Manual,17436,Petrol,145,65.7,1.0
7383,Fiesta,2019,13760,Automatic,6306,Petrol,145,48.7,1.0
7384,Fiesta,2019,14340,Manual,4122,Petrol,145,58.9,1.0
7389,Fiesta,2018,10491,Manual,5252,Petrol,145,64.2,1.1
7390,Fiesta,2018,10491,Manual,8425,Petrol,145,65.7,1.0
7391,Fiesta,2017,10991,Manual,12028,Petrol,145,65.7,1.0
7393,Fiesta,2018,10491,Manual,16620,Petrol,145,65.7,1.0
7395,Fiesta,2017,9691,Manual,22654,Petrol,145,65.7,1.0
7396,Fiesta,2017,9498,Manual,13636,Petrol,0,65.7,1.0
7398,Fiesta,2017,8691,Manual,34216,Diesel,0,88.3,1.5
7402,Fiesta,2016,7491,Manual,36343,Diesel,0,88.3,1.5
7403,Fiesta,2017,10391,Manual,6577,Diesel,0,78.5,1.5
7404,Fiesta,2014,9681,Manual,36488,Petrol,145,47.9,1.6
7405,Fiesta,2014,6999,Manual,40129,Petrol,30,54.3,1.2
7407,Fiesta,2016,8250,Manual,18270,Petrol,125,54.3,1.2
7408,Fiesta,2018,11187,Semi-Auto,17866,Petrol,145,54.3,1.0
7409,Fiesta,2016,10295,Semi-Auto,16830,Petrol,0,57.7,1.0
7410,Fiesta,2016,10498,Manual,8801,Petrol,20,62.8,1.0
7411,Fiesta,2015,8798,Semi-Auto,16952,Petrol,145,47.9,1.6
7414,Fiesta,2017,11370,Semi-Auto,5357,Petrol,145,47.9,1.6
7415,Fiesta,2017,7710,Manual,23644,Petrol,145,65.7,1.0
7417,Fiesta,2017,7557,Manual,13143,Petrol,125,54.3,1.2
7418,Fiesta,2014,6491,Manual,26084,Petrol,30,54.3,1.2
7419,Fiesta,2017,10991,Manual,10995,Petrol,150,65.7,1.0
7420,Fiesta,2018,8490,Manual,29204,Petrol,145,64.2,1.1
7421,Fiesta,2019,10991,Manual,5735,Petrol,145,55.4,1.1
7422,Fiesta,2019,12090,Manual,4762,Petrol,145,57.7,1.0
7424,Fiesta,2019,14410,Manual,3650,Petrol,145,58.9,1.0
7425,Fiesta,2017,10900,Manual,12802,Petrol,0,65.7,1.0
7428,Fiesta,2018,9891,Manual,7184,Petrol,145,64.2,1.1
7429,Fiesta,2018,8791,Manual,21618,Petrol,145,65.7,1.0
7430,Fiesta,2017,10270,Manual,14630,Diesel,0,78.5,1.5
7431,Fiesta,2015,8000,Manual,16000,Petrol,0,65.7,1.0
7432,Fiesta,2016,9281,Manual,43241,Petrol,20,62.8,1.0
7433,Fiesta,2015,6959,Manual,26607,Petrol,125,54.3,1.2
7434,Fiesta,2018,10890,Manual,10255,Petrol,145,65.7,1.0
7435,Fiesta,2019,14320,Manual,9326,Petrol,145,58.9,1.0
7436,Fiesta,2019,13580,Manual,151,Petrol,145,56.5,1.0
7439,Fiesta,2018,10491,Manual,24177,Petrol,145,65.7,1.0
7441,Fiesta,2019,17040,Manual,4216,Petrol,145,40.3,1.5
7442,Fiesta,2019,17440,Automatic,4980,Petrol,145,48.7,1.0
7445,Fiesta,2018,10780,Manual,30294,Petrol,145,56.5,1.0
7448,Fiesta,2017,11740,Manual,7700,Petrol,0,65.7,1.0
7450,Fiesta,2017,9891,Manual,9811,Diesel,0,78.5,1.5
7451,Fiesta,2015,7791,Manual,42627,Petrol,20,62.8,1.0
7453,Fiesta,2018,13567,Manual,7244,Petrol,145,58.9,1.0
7455,Fiesta,2017,11410,Semi-Auto,21996,Petrol,0,57.7,1.0
7458,Fiesta,2018,10870,Manual,24841,Petrol,145,65.7,1.0
7459,Fiesta,2018,9640,Manual,19038,Petrol,145,65.7,1.0
7460,Fiesta,2017,8790,Manual,14398,Petrol,145,65.7,1.0
7461,Fiesta,2017,9560,Manual,5874,Petrol,145,65.7,1.0
7464,Fiesta,2018,11370,Manual,14709,Petrol,145,56.5,1.0
7468,Fiesta,2017,8991,Manual,12151,Petrol,145,65.7,1.0
7469,Fiesta,2018,9991,Manual,17998,Petrol,145,65.7,1.0
7472,Fiesta,2017,11020,Manual,5670,Petrol,20,62.8,1.0
7475,Fiesta,2014,7710,Manual,37586,Petrol,0,65.7,1.0
7477,Fiesta,2017,7460,Manual,40126,Petrol,145,65.7,1.0
7487,Fiesta,2018,10200,Manual,16529,Petrol,145,58.9,1.0
7488,Fiesta,2017,8500,Manual,15693,Petrol,145,65.7,1.0
7489,Fiesta,2017,8400,Manual,7024,Petrol,125,54.3,1.2
7492,Fiesta,2017,8995,Manual,34652,Petrol,145,65.7,1.0
7494,Fiesta,2018,10995,Manual,21475,Petrol,145,56.5,1.0
7495,Fiesta,2017,10291,Manual,27107,Petrol,145,65.7,1.0
7496,Fiesta,2017,7790,Manual,6424,Petrol,125,54.3,1.2
7497,Fiesta,2018,14990,Manual,6488,Petrol,145,65.7,1.0
7499,Fiesta,2013,6995,Semi-Auto,21000,Petrol,145,47.9,1.6
7501,Fiesta,2017,8740,Manual,26928,Petrol,0,65.7,1.0
7503,Fiesta,2018,14350,Manual,9269,Diesel,145,88.3,1.5
7505,Fiesta,2018,13791,Manual,11106,Petrol,150,58.9,1.0
7506,Fiesta,2015,7691,Manual,31048,Diesel,0,76.4,1.5
7508,Fiesta,2017,8191,Manual,12280,Petrol,150,54.3,1.2
7509,Fiesta,2018,12840,Semi-Auto,9283,Petrol,145,48.7,1.0
7510,Fiesta,2018,8991,Manual,13363,Petrol,145,55.4,1.1
7512,Fiesta,2016,10491,Manual,23763,Petrol,150,47.9,1.6
7513,Fiesta,2016,8491,Manual,40513,Petrol,20,62.8,1.0
7515,Fiesta,2017,8291,Manual,37679,Petrol,150,64.2,1.1
7520,Fiesta,2017,9370,Manual,13850,Diesel,0,88.3,1.5
7526,Fiesta,2016,8791,Manual,22542,Petrol,0,65.7,1.0
7527,Fiesta,2017,6717,Manual,24641,Petrol,125,54.3,1.2
7529,Fiesta,2014,6527,Manual,28572,Petrol,30,54.3,1.2
7530,Fiesta,2016,9397,Manual,3596,Petrol,0,65.7,1.0
7531,Fiesta,2016,9110,Manual,31120,Petrol,0,65.7,1.0
7534,Fiesta,2019,16300,Manual,1854,Petrol,145,60.1,1.0
7536,Fiesta,2013,6140,Manual,35110,Petrol,30,54.3,1.2
7537,Fiesta,2015,10995,Manual,11914,Petrol,20,62.8,1.0
7538,Fiesta,2015,7995,Manual,26638,Petrol,0,65.7,1.0
7540,Fiesta,2018,12495,Manual,12644,Petrol,145,65.7,1.0
7541,Fiesta,2017,11495,Manual,6195,Petrol,145,65.7,1.0
7542,Fiesta,2018,10490,Manual,11814,Petrol,145,65.7,1.0
7544,Fiesta,2015,6791,Manual,39705,Petrol,125,54.3,1.2
7545,Fiesta,2013,6380,Manual,19707,Petrol,0,65.7,1.0
7548,Fiesta,2014,6610,Manual,33338,Petrol,30,54.3,1.2
7552,Fiesta,2018,10991,Manual,15539,Petrol,145,65.7,1.0
7554,Fiesta,2019,15200,Manual,6868,Petrol,145,58.9,1.0
7555,Fiesta,2018,10391,Manual,12930,Petrol,145,65.7,1.0
7556,Fiesta,2018,14791,Manual,11580,Petrol,145,55.4,1.0
7557,Fiesta,2018,12950,Manual,10061,Petrol,145,60.1,1.0
7558,Fiesta,2019,13890,Manual,13098,Petrol,145,56.5,1.0
7559,Fiesta,2017,10291,Manual,21127,Petrol,0,65.7,1.0
7560,Fiesta,2018,9491,Manual,35468,Petrol,145,65.7,1.0
7562,Fiesta,2014,7060,Manual,27015,Petrol,30,54.3,1.2
7563,Fiesta,2018,12810,Manual,33144,Petrol,145,62.8,1.0
7564,Fiesta,2017,8750,Manual,17899,Petrol,0,65.7,1.0
7567,Fiesta,2017,9540,Manual,11706,Petrol,145,64.2,1.1
7568,Fiesta,2018,9520,Manual,8966,Petrol,145,64.2,1.1
7570,Fiesta,2019,13140,Manual,2527,Petrol,145,48.7,1.1
7571,Fiesta,2019,13140,Manual,2870,Petrol,145,48.7,1.1
7572,Fiesta,2019,12990,Manual,2555,Petrol,145,48.7,1.1
7573,Fiesta,2019,12990,Manual,2910,Petrol,145,48.7,1.1
7574,Fiesta,2019,16490,Automatic,3579,Petrol,145,48.7,1.0
7575,Fiesta,2015,7570,Semi-Auto,40478,Petrol,145,47.9,1.6
7576,Fiesta,2018,12170,Manual,6489,Petrol,145,62.8,1.0
7577,Fiesta,2018,11830,Manual,13028,Petrol,145,58.9,1.0
7579,Fiesta,2016,9947,Manual,24040,Diesel,0,78.5,1.5
7580,Fiesta,2018,9430,Manual,18253,Petrol,145,65.7,1.0
7581,Fiesta,2018,10491,Manual,6522,Petrol,145,65.7,1.0
7582,Fiesta,2018,11771,Manual,8110,Petrol,145,65.7,1.0
